Selegiline	Selegiline	s040204050	NN	B-NP	B-Chemical
neonates	neonate	n050302	NNS	I-NP	O
.	.	.000	.	O	O

Comparisons	Comparison	c0510602052	NNS	B-NP	O
between	between	b0305	IN	B-PP	O
exposed	expose	e210203	VBN	B-NP	O
newborns	newborn	n010652	NNS	I-NP	O
'	'	'000	POS	B-NP	O
subgroups	subgroup	s0126012	NNS	I-NP	O
revealed	reveal	r010403	VBD	B-VP	O
no	no	n000	DT	B-NP	O
significant	significant	s0250102053	JJ	I-NP	O
differences	difference	d010605202	NNS	I-NP	O
.	.	.000	.	O	O

However	However	h0106	RB	B-ADVP	O
,	,	,000	,	O	O
by	by	b000	IN	B-PP	O
comparing	compare	c05106052	VBG	B-VP	O
each	each	e020	DT	B-NP	O
subgroup	subgroup	s012601	NN	I-NP	O
to	to	t000	TO	B-PP	O
control	control	c053604	NN	B-NP	O
group	group	g601	NN	I-NP	O
,	,	,000	,	O	O
we	we	w000	PRP	B-NP	O
found	find	f053	VBD	B-VP	O
statistically	statistically	s30302302040	RB	B-NP	O
significant	significant	s0250102053	JJ	I-NP	O
decreases	decrease	d0260202	NNS	I-NP	B-Disease
of	of	o100	IN	B-PP	I-Disease
TEOAEs	TEOAE	t020	NNS	B-NP	I-Disease
amplitudes	amplitude	a514030302	NNS	I-NP	I-Disease
at	at	a300	IN	B-PP	O
4000Hz	4000Hz	0000	NNP	B-NP	O
for	for	f060	IN	B-PP	O
all	all	a400	DT	B-NP	O
three	three	t060	CD	I-NP	O
groups	group	g6012	NNS	I-NP	O
.	.	.000	.	O	O

Mean	Mean	m050	JJ	B-NP	O
TEOAEs	TEOAE	t020	NNS	I-NP	O
responses	response	r02105202	NNS	I-NP	O
of	of	o100	IN	B-PP	O
highly	highly	h02040	RB	B-NP	O
exposed	expose	e210203	VBN	I-NP	O
newborns	newborn	n010652	NNS	I-NP	O
were	be	w060	VBD	B-VP	O
also	also	a420	RB	B-ADVP	O
significantly	significantly	s025010205340	RB	B-ADJP	O
lower	low	l060	JJR	I-ADJP	O
in	in	i500	IN	B-PP	O
comparison	comparison	c051060205	NN	B-NP	O
to	to	t000	TO	B-PP	O
our	our	o060	PRP$	B-NP	O
control	control	c053604	NN	I-NP	O
group	group	g601	NN	I-NP	O
.	.	.000	.	O	O

CONCLUSION	CONCLUSION	c05240205	NN	B-NP	O
:	:	:000	:	O	O
In	In	i500	IN	B-PP	O
utero	utero	u3060	NN	B-NP	O
,	,	,000	,	O	O
exposure	exposure	e2102060	NN	B-NP	O
to	to	t000	TO	B-PP	O
tobacco	tobacco	t01020	NN	B-NP	O
smoking	smoking	s502052	NN	I-NP	B-Chemical
seems	seem	s052	VBZ	B-VP	O
to	to	t000	TO	I-VP	O
have	have	h010	VB	I-VP	O
a	a	a000	DT	B-NP	O
small	small	s504	JJ	I-NP	O
impact	impact	i51023	NN	I-NP	O
on	on	o500	IN	B-PP	O
outer	outer	o0306	JJ	B-NP	O
hair	hair	h060	NN	I-NP	O
cells	cell	c042	NNS	I-NP	O
.	.	.000	.	O	O

These	These	t020	DT	B-NP	O
effects	effect	e10232	NNS	I-NP	O
seem	seem	s050	VBP	B-VP	O
to	to	t000	TO	I-VP	O
be	be	b000	VB	I-VP	O
equally	equally	e2040	RB	B-ADJP	O
true	true	t600	JJ	I-ADJP	O
for	for	f060	IN	B-PP	O
all	all	a400	DT	B-NP	O
exposed	expose	e210203	VBN	I-NP	O
newborns	newborn	n010652	NNS	I-NP	O
,	,	,000	,	O	O
regardless	regardless	r02063402	RB	B-ADVP	O
of	of	o100	IN	B-PP	O
the	the	t000	DT	B-NP	O
degree	degree	d0260	NN	I-NP	O
of	of	o100	IN	B-PP	O
exposure	exposure	e2102060	NN	B-NP	O
.	.	.000	.	O	O

Further	Further	f06306	JJ	B-NP	O
studies	study	s30302	NNS	I-NP	O
are	be	a600	VBP	B-VP	O
needed	need	n0303	VBN	I-VP	O
in	in	i500	IN	B-SBAR	O
order	order	o6306	NN	O	O
to	to	t000	TO	B-VP	O
establish	establish	e23014020	VB	I-VP	O
a	a	a000	DT	B-NP	O
potential	potential	p0305304	JJ	I-NP	O
negative	negative	n0203010	JJ	I-NP	O
effect	effect	e1023	NN	I-NP	O
of	of	o100	IN	B-PP	O
maternal	maternal	m0306504	JJ	B-NP	O
smoking	smoking	s502052	NN	I-NP	B-Chemical
on	on	o500	IN	B-PP	O
the	the	t000	DT	B-NP	O
neonate	neonate	n05030	NN	I-NP	O
'	'	'000	POS	B-NP	O
s	s	s000	NN	I-NP	O
hearing	hearing	h06052	NN	I-NP	O
acuity	acuity	a2030	NN	I-NP	O
.	.	.000	.	O	O

Simvastatin	Simvastatin	s0510230305	NN	B-NP	B-Chemical
-	-	-000	HYPH	O	O
induced	induce	i530203	VBN	B-NP	O
bilateral	bilateral	b04030604	JJ	I-NP	O
leg	leg	l020	NN	I-NP	O
compartment	compartment	c0510635053	NN	I-NP	B-Disease
syndrome	syndrome	s0536050	NN	I-NP	I-Disease
and	and	a530	CC	I-NP	O
myonecrosis	myonecrosis	m050260202	NN	I-NP	B-Disease
associated	associate	a2020303	VBN	B-VP	O
with	with	w030	IN	B-PP	O
hypothyroidism	hypothyroidism	h01030603025	NN	B-NP	B-Disease
.	.	.000	.	O	O

A	A	a000	DT	B-NP	O
54	54	0000	CD	I-NP	O
-	-	-000	HYPH	I-NP	O
year	year	y060	NN	I-NP	O
-	-	-000	HYPH	O	O
old	old	o430	JJ	B-NP	O
hypothyroid	hypothyroid	h01030603	NN	I-NP	B-Disease
male	male	m040	JJ	B-NP	O
taking	take	t02052	VBG	I-NP	O
thyroxine	thyroxine	t0602050	NN	I-NP	B-Chemical
and	and	a530	CC	I-NP	O
simvastatin	simvastatin	s0510230305	NN	I-NP	B-Chemical
presented	present	p60205303	VBD	B-VP	O
with	with	w030	IN	B-PP	O
bilateral	bilateral	b04030604	JJ	B-NP	O
leg	leg	l020	NN	I-NP	O
compartment	compartment	c0510635053	NN	I-NP	B-Disease
syndrome	syndrome	s0536050	NN	I-NP	I-Disease
and	and	a530	CC	I-NP	O
myonecrosis	myonecrosis	m050260202	NN	I-NP	B-Disease
.	.	.000	.	O	O

Urgent	Urgent	u62053	JJ	B-NP	O
fasciotomies	fasciotomy	f02030502	NNS	I-NP	O
were	be	w060	VBD	B-VP	O
performed	perform	p06106503	VBN	I-VP	O
and	and	a530	CC	O	O
the	the	t000	DT	B-NP	O
patient	patient	p03053	NN	I-NP	O
made	make	m030	VBD	B-VP	O
an	an	a500	DT	B-NP	O
uneventful	uneventful	u501053104	JJ	I-NP	O
recovery	recovery	r0201060	NN	I-NP	O
with	with	w030	IN	B-PP	O
the	the	t000	DT	B-NP	O
withdrawal	withdrawal	w0303604	NN	I-NP	O
of	of	o100	IN	B-PP	O
simvastatin	simvastatin	s0510230305	NN	B-NP	B-Chemical
.	.	.000	.	O	O

It	It	i300	PRP	B-NP	O
is	be	i200	VBZ	B-VP	O
likely	likely	l02040	JJ	B-ADJP	O
that	that	t030	IN	B-SBAR	O
this	this	t020	DT	B-NP	O
complication	complication	c0514020305	NN	I-NP	O
will	will	w040	MD	B-VP	O
be	be	b000	VB	I-VP	O
seen	see	s050	VBN	I-VP	O
more	more	m060	RBR	B-ADVP	O
often	often	o1305	RB	I-ADVP	O
with	with	w030	IN	B-PP	O
the	the	t000	DT	B-NP	O
increased	increase	i5260203	VBN	I-NP	O
worldwide	worldwide	w0643030	JJ	I-NP	O
use	use	u200	NN	I-NP	O
of	of	o100	IN	B-PP	O
this	this	t020	DT	B-NP	O
drug	drug	d602	NN	I-NP	O
and	and	a530	CC	O	O
its	its	i320	PRP$	B-NP	O
approval	approval	a160104	NN	I-NP	O
for	for	f060	IN	B-PP	O
all	all	a400	DT	B-NP	O
arteriopathic	arteriopathic	a6306010302	JJ	I-NP	B-Disease
patients	patient	p030532	NNS	I-NP	O
.	.	.000	.	O	O

Neuroinflammation	Neuroinflammation	n060514050305	NN	B-NP	B-Disease
and	and	a530	CC	I-NP	O
behavioral	behavioral	b010604	JJ	I-NP	B-Disease
abnormalities	abnormality	a15065040302	NNS	I-NP	I-Disease
after	after	a1306	IN	B-PP	O
neonatal	neonatal	n050304	JJ	B-NP	O
terbutaline	terbutaline	t0610304050	NN	I-NP	B-Chemical
treatment	treatment	t6035053	NN	I-NP	O
in	in	i500	IN	B-PP	O
rats	rat	r032	NNS	B-NP	O
:	:	:000	:	O	O
implications	implication	i5140203052	NNS	B-NP	O
for	for	f060	IN	B-PP	O
autism	autism	a03025	NN	B-NP	B-Disease
.	.	.000	.	O	O

Autism	Autism	a03025	NN	B-NP	B-Disease
is	be	i200	VBZ	B-VP	O
a	a	a000	DT	B-NP	O
neurodevelopmental	neurodevelopmental	n0603010401505304	JJ	I-NP	B-Disease
disorder	disorder	d0206306	NN	I-NP	I-Disease
presenting	present	p602053052	VBG	B-VP	O
before	before	b01060	IN	B-PP	O
3	3	3000	CD	B-NP	O
years	year	y062	NNS	I-NP	O
of	of	o100	IN	B-PP	O
age	age	a200	NN	B-NP	O
with	with	w030	IN	B-PP	O
deficits	deficit	d0102032	NNS	B-NP	B-Disease
in	in	i500	IN	B-PP	I-Disease
communication	communication	c0505020305	NN	B-NP	I-Disease
and	and	a530	CC	O	I-Disease
social	social	s0204	JJ	B-NP	I-Disease
skills	skill	s2042	NNS	I-NP	I-Disease
and	and	a530	CC	O	O
repetitive	repetitive	r010303010	JJ	B-NP	B-Disease
behaviors	behavior	b01062	NNS	I-NP	I-Disease
.	.	.000	.	O	O

In	In	i500	IN	B-PP	O
addition	addition	a30305	NN	B-NP	O
to	to	t000	TO	B-PP	O
genetic	genetic	g050302	JJ	B-NP	O
influences	influence	i51405202	NNS	I-NP	O
,	,	,000	,	O	O
recent	recent	r02053	JJ	B-NP	O
studies	study	s30302	NNS	I-NP	O
suggest	suggest	s02023	VBP	B-VP	O
that	that	t030	IN	B-SBAR	O
prenatal	prenatal	p6050304	JJ	B-NP	O
drug	drug	d602	NN	I-NP	O
or	or	o600	CC	I-NP	O
chemical	chemical	c050204	NN	I-NP	O
exposures	exposure	e21020602	NNS	I-NP	O
are	be	a600	VBP	B-VP	O
risk	risk	r020	NN	B-NP	O
factors	factor	f023062	NNS	I-NP	O
for	for	f060	IN	B-PP	O
autism	autism	a03025	NN	B-NP	B-Disease
.	.	.000	.	O	O

Terbutaline	Terbutaline	t0610304050	NN	B-NP	B-Chemical
,	,	,000	,	O	O
a	a	a000	DT	B-NP	O
beta2	beta2	0000	NN	I-NP	O
-	-	-000	HYPH	I-NP	O
adrenoceptor	adrenoceptor	a36050201306	NN	I-NP	O
agonist	agonist	a205023	NN	I-NP	O
used	use	u203	VBN	B-VP	O
to	to	t000	TO	B-VP	O
arrest	arrest	a6023	VB	I-VP	O
preterm	preterm	p603065	JJ	B-NP	B-Disease
labor	labor	l0106	NN	I-NP	I-Disease
,	,	,000	,	O	O
has	have	h020	VBZ	B-VP	O
been	be	b050	VBN	I-VP	O
associated	associate	a2020303	VBN	I-VP	O
with	with	w030	IN	B-PP	O
increased	increase	i5260203	VBN	B-NP	O
concordance	concordance	c0520630520	NN	I-NP	O
for	for	f060	IN	B-PP	O
autism	autism	a03025	NN	B-NP	B-Disease
in	in	i500	IN	B-PP	O
dizygotic	dizygotic	d02020302	JJ	B-NP	O
twins	twin	t052	NNS	I-NP	O
.	.	.000	.	O	O

We	We	w000	PRP	B-NP	O
studied	study	s30303	VBD	B-VP	O
the	the	t000	DT	B-NP	O
effects	effect	e10232	NNS	I-NP	O
of	of	o100	IN	B-PP	O
terbutaline	terbutaline	t0610304050	NN	B-NP	B-Chemical
on	on	o500	IN	B-PP	O
microglial	microglial	m02602404	JJ	B-NP	O
activation	activation	a23010305	NN	I-NP	O
in	in	i500	IN	B-PP	O
different	different	d0106053	JJ	B-NP	O
brain	brain	b605	NN	I-NP	O
regions	region	r02052	NNS	I-NP	O
and	and	a530	CC	O	O
behavioral	behavioral	b010604	JJ	B-NP	O
outcomes	outcome	o0320502	NNS	I-NP	O
in	in	i500	IN	B-PP	O
developing	develop	d010401052	VBG	B-NP	O
rats	rat	r032	NNS	I-NP	O
.	.	.000	.	O	O

Newborn	Newborn	n01065	JJ	B-NP	O
rats	rat	r032	NNS	I-NP	O
were	be	w060	VBD	B-VP	O
given	give	g0105	VBN	I-VP	O
terbutaline	terbutaline	t0610304050	NN	B-NP	B-Chemical
(	(	(000	(	O	O
10	10	0000	CD	B-NP	O
mg	mg	m200	NN	I-NP	O
/	/	/000	SYM	B-NP	O
kg	kg	k200	NN	I-NP	O
)	)	)000	)	O	O
daily	daily	d040	RB	B-ADVP	O
on	on	o500	IN	B-PP	O
postnatal	postnatal	p02350304	JJ	B-NP	O
days	day	d020	NNS	I-NP	O
(	(	(000	(	O	O
PN	PN	p500	NN	B-NP	O
)	)	)000	)	O	O
2	2	2000	CD	B-NP	O
to	to	t000	TO	B-PP	O
5	5	5000	CD	B-NP	O
or	or	o600	CC	O	O
PN	PN	p500	NN	B-NP	O
11	11	0000	CD	I-NP	O
to	to	t000	TO	I-NP	O
14	14	0000	CD	I-NP	O
and	and	a530	CC	O	O
examined	examine	e2050503	VBD	B-VP	O
24	24	0000	CD	B-NP	O
h	h	h000	NN	I-NP	O
after	after	a1306	IN	B-PP	O
the	the	t000	DT	B-NP	O
last	last	l023	JJ	I-NP	O
dose	dose	d020	NN	I-NP	O
and	and	a530	CC	B-PP	O
at	at	a300	IN	B-PP	O
PN	PN	p500	NN	B-NP	O
30	30	0000	CD	I-NP	O
.	.	.000	.	O	O

Immunohistochemical	Immunohistochemical	i50502302050204	JJ	B-NP	O
studies	study	s30302	NNS	I-NP	O
showed	show	s030	VBD	B-VP	O
that	that	t030	IN	B-SBAR	O
administration	administration	a350502360305	NN	B-NP	O
of	of	o100	IN	B-PP	O
terbutaline	terbutaline	t0610304050	NN	B-NP	B-Chemical
on	on	o500	IN	B-PP	O
PN	PN	p500	NN	B-NP	O
2	2	2000	CD	I-NP	O
to	to	t000	TO	I-NP	O
5	5	5000	CD	I-NP	O
produced	produce	p6030203	VBD	B-VP	O
a	a	a000	DT	B-NP	O
robust	robust	r01023	JJ	I-NP	O
increase	increase	i526020	NN	I-NP	O
in	in	i500	IN	B-PP	O
microglial	microglial	m02602404	JJ	B-NP	O
activation	activation	a23010305	NN	I-NP	O
on	on	o500	IN	B-PP	O
PN	PN	p500	NN	B-NP	O
30	30	0000	CD	I-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
cerebral	cerebral	c0601604	JJ	I-NP	O
cortex	cortex	c06302	NN	I-NP	O
,	,	,000	,	O	O
as	as	a200	RB	B-CONJP	O
well	well	w040	RB	I-CONJP	O
as	as	a200	IN	I-CONJP	O
in	in	i500	IN	B-PP	O
cerebellar	cerebellar	c06010406	JJ	B-NP	O
and	and	a530	CC	I-NP	O
cerebrocortical	cerebrocortical	c06016020630204	JJ	I-NP	O
white	white	w030	JJ	I-NP	O
matter	matter	m0306	NN	I-NP	O
.	.	.000	.	O	O

None	None	n050	NN	B-NP	O
of	of	o100	IN	B-PP	O
these	these	t020	DT	B-NP	O
effects	effect	e10232	NNS	I-NP	O
occurred	occur	o20603	VBD	B-VP	O
in	in	i500	IN	B-PP	O
animals	animal	a505042	NNS	B-NP	O
given	give	g0105	VBN	B-VP	O
terbutaline	terbutaline	t0610304050	NN	B-NP	B-Chemical
on	on	o500	IN	B-PP	O
PN	PN	p500	NN	B-NP	O
11	11	0000	CD	I-NP	O
to	to	t000	TO	B-PP	O
14	14	0000	CD	B-NP	O
.	.	.000	.	O	O

In	In	i500	IN	B-PP	O
behavioral	behavioral	b010604	JJ	B-NP	O
tests	test	t0232	NNS	I-NP	O
,	,	,000	,	O	O
animals	animal	a505042	NNS	B-NP	O
treated	treat	t60303	VBN	B-VP	O
with	with	w030	IN	B-PP	O
terbutaline	terbutaline	t0610304050	NN	B-NP	B-Chemical
on	on	o500	IN	B-PP	O
PN	PN	p500	NN	B-NP	O
2	2	2000	CD	I-NP	O
to	to	t000	TO	I-NP	O
5	5	5000	CD	I-NP	O
showed	show	s030	VBD	B-VP	O
consistent	consistent	c052023053	JJ	B-NP	O
patterns	pattern	p030652	NNS	I-NP	O
of	of	o100	IN	B-PP	O
hyper	hyper	h0106	NN	B-NP	O
-	-	-000	HYPH	B-NP	O
reactivity	reactivity	r02301030	NN	I-NP	O
to	to	t000	TO	B-PP	O
novelty	novelty	n010430	NN	B-NP	O
and	and	a530	CC	O	O
aversive	aversive	a1062010	JJ	B-NP	O
stimuli	stimulus	s305040	NNS	I-NP	O
when	when	w050	WRB	B-ADVP	O
assessed	assess	a20203	VBN	B-VP	O
in	in	i500	IN	B-PP	O
a	a	a000	DT	B-NP	O
novel	novel	n0104	JJ	I-NP	O
open	open	o105	JJ	I-NP	O
field	field	f043	NN	I-NP	O
,	,	,000	,	O	O
as	as	a200	RB	B-CONJP	O
well	well	w040	RB	I-CONJP	O
as	as	a200	IN	I-CONJP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
acoustic	acoustic	a202302	JJ	I-NP	O
startle	startle	s306340	NN	I-NP	O
response	response	r0210520	NN	I-NP	O
test	test	t023	NN	I-NP	O
.	.	.000	.	O	O

Our	Our	o060	PRP$	B-NP	O
findings	finding	f053052	NNS	I-NP	O
indicate	indicate	i5302030	VBP	B-VP	O
that	that	t030	IN	B-SBAR	O
beta2	beta2	0000	NN	B-NP	O
-	-	-000	HYPH	B-NP	O
adrenoceptor	adrenoceptor	a36050201306	NN	I-NP	O
overstimulation	overstimulation	o1062305040305	NN	I-NP	O
during	during	d06052	IN	B-PP	O
an	an	a500	DT	B-NP	O
early	early	e0640	JJ	I-NP	O
critical	critical	c6030204	JJ	I-NP	O
period	period	p0603	NN	I-NP	O
results	result	r020432	VBZ	B-VP	O
in	in	i500	IN	B-PP	O
microglial	microglial	m02602404	JJ	B-NP	O
activation	activation	a23010305	NN	I-NP	O
associated	associate	a2020303	VBN	B-VP	O
with	with	w030	IN	B-PP	O
innate	innate	i5030	JJ	B-NP	O
neuroinflammatory	neuroinflammatory	n0605140503060	JJ	I-NP	O
pathways	pathway	p0302	NNS	I-NP	O
and	and	a530	CC	O	O
behavioral	behavioral	b010604	JJ	B-NP	B-Disease
abnormalities	abnormality	a15065040302	NNS	I-NP	I-Disease
,	,	,000	,	O	O
similar	similar	s050406	JJ	B-ADJP	O
to	to	t000	TO	B-PP	O
those	those	t020	DT	B-NP	O
described	describe	d0260103	VBN	B-VP	O
in	in	i500	IN	B-PP	O
autism	autism	a03025	NN	B-NP	B-Disease
.	.	.000	.	O	O

This	This	t020	DT	B-NP	O
study	study	s3030	NN	I-NP	O
provides	provide	p6010302	VBZ	B-VP	O
a	a	a000	DT	B-NP	O
useful	useful	u20104	JJ	I-NP	O
animal	animal	a50504	NN	I-NP	O
model	model	m0304	NN	I-NP	O
for	for	f060	IN	B-PP	O
understanding	understand	u530623053052	VBG	B-VP	O
the	the	t000	DT	B-NP	O
neuropathological	neuropathological	n06010304020204	JJ	I-NP	O
processes	process	p6020202	NNS	I-NP	O
underlying	underlie	u53064052	VBG	B-VP	O
autism	autism	a03025	NN	B-NP	B-Disease
spectrum	spectrum	s1023605	NN	I-NP	I-Disease
disorders	disorder	d02063062	NNS	I-NP	I-Disease
.	.	.000	.	O	O

Upregulation	Upregulation	u1602040305	NN	B-NP	O
of	of	o100	IN	B-PP	O
brain	brain	b605	NN	B-NP	O
expression	expression	e2160205	NN	I-NP	O
of	of	o100	IN	B-PP	O
P	P	p000	NN	B-NP	O
-	-	-000	HYPH	B-NP	O
glycoprotein	glycoprotein	g4020160305	NN	I-NP	O
in	in	i500	IN	B-PP	O
MRP2	MRP2	0000	NN	B-NP	O
-	-	-000	HYPH	B-NP	O
deficient	deficient	d0102053	JJ	I-NP	O
TR	TR	t600	NN	I-NP	O
(	(	(000	(	O	O
-	-	-000	SYM	O	O
)	)	)000	)	O	O
rats	rat	r032	NNS	B-NP	O
resembles	resemble	r02051402	VBZ	B-VP	O
seizure	seizure	s02060	NN	B-NP	B-Disease
-	-	-000	HYPH	O	O
induced	induce	i530203	VBN	B-VP	O
up	up	u100	RB	B-ADVP	O
-	-	-000	HYPH	B-NP	O
regulation	regulation	r02040305	NN	I-NP	O
of	of	o100	IN	B-PP	O
this	this	t020	DT	B-NP	O
drug	drug	d602	NN	I-NP	O
efflux	efflux	e1402	NN	I-NP	O
transporter	transporter	t6052106306	NN	I-NP	O
in	in	i500	IN	B-PP	O
normal	normal	n06504	JJ	B-NP	O
rats	rat	r032	NNS	I-NP	O
.	.	.000	.	O	O

PURPOSE	PURPOSE	p061020	NN	B-NP	O
:	:	:000	:	O	O
The	The	t000	DT	B-NP	O
multidrug	multidrug	m04303602	JJ	I-NP	O
resistance	resistance	r020230520	NN	I-NP	O
protein	protein	p60305	NN	I-NP	O
2	2	2000	CD	I-NP	O
(	(	(000	(	O	O
MRP2	MRP2	0000	NN	B-NP	O
)	)	)000	)	O	O
is	be	i200	VBZ	B-VP	O
a	a	a000	DT	B-NP	O
drug	drug	d602	NN	I-NP	O
efflux	efflux	e1402	NN	I-NP	O
transporter	transporter	t6052106306	NN	I-NP	O
that	that	t030	WDT	B-NP	O
is	be	i200	VBZ	B-VP	O
expressed	express	e2160203	VBN	I-VP	O
predominantly	predominantly	p603050505340	RB	B-ADVP	O
at	at	a300	IN	B-PP	O
the	the	t000	DT	B-NP	O
apical	apical	a10204	JJ	I-NP	O
domain	domain	d0505	NN	I-NP	O
of	of	o100	IN	B-PP	O
hepatocytes	hepatocyte	h0103020302	NNS	B-NP	O
but	but	b030	CC	O	O
seems	seem	s052	VBZ	B-VP	O
also	also	a420	RB	B-ADVP	O
to	to	t000	TO	B-VP	O
be	be	b000	VB	I-VP	O
expressed	express	e2160203	VBN	I-VP	O
at	at	a300	IN	B-PP	O
the	the	t000	DT	B-NP	O
apical	apical	a10204	JJ	I-NP	O
membrane	membrane	m0516050	NN	I-NP	O
of	of	o100	IN	B-PP	O
brain	brain	b605	NN	B-NP	O
capillary	capillary	c0104060	JJ	I-NP	O
endothelial	endothelial	e53030404	JJ	I-NP	O
cells	cell	c042	NNS	I-NP	O
that	that	t030	WDT	B-NP	O
form	form	f065	VBP	B-VP	O
the	the	t000	DT	B-NP	O
blood	blood	b403	NN	I-NP	O
-	-	-000	HYPH	I-NP	O
brain	brain	b605	NN	I-NP	O
barrier	barrier	b0606	NN	I-NP	O
(	(	(000	(	O	O
BBB	BBB	b100	NN	B-NP	O
)	)	)000	)	O	O
.	.	.000	.	O	O

MRP2	MRP2	0000	NN	B-NP	O
is	be	i200	VBZ	B-VP	O
absent	absent	a12053	JJ	B-ADJP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
transport	transport	t60521063	NN	I-NP	O
-	-	-000	HYPH	B-NP	O
deficient	deficient	d0102053	JJ	I-NP	O
(	(	(000	(	O	O
TR	TR	t600	NN	B-NP	O
(	(	(000	(	O	O
-	-	-000	SYM	B-NP	O
)	)	)000	)	O	O
)	)	)000	)	O	O
Wistar	Wistar	w02306	NNP	B-NP	O
rat	rat	r030	NN	I-NP	O
mutant	mutant	m03053	NN	I-NP	O
,	,	,000	,	O	O
so	so	s000	IN	B-SBAR	O
that	that	t030	IN	I-SBAR	O
this	this	t020	DT	B-NP	O
rat	rat	r030	NN	I-NP	O
strain	strain	s3605	NN	I-NP	O
was	be	w020	VBD	B-VP	O
very	very	v060	RB	B-ADJP	O
helpful	helpful	h04104	JJ	I-ADJP	O
in	in	i500	IN	B-PP	O
defining	define	d0105052	VBG	B-VP	O
substrates	substrate	s012360302	NNS	B-NP	O
of	of	o100	IN	B-PP	O
MRP2	MRP2	0000	NN	B-NP	O
by	by	b000	IN	B-PP	O
comparing	compare	c05106052	VBG	B-VP	O
tissue	tissue	t020	NN	B-NP	O
concentrations	concentration	c052053603052	NNS	I-NP	O
or	or	o600	CC	O	O
functional	functional	f05230504	JJ	B-NP	O
activities	activity	a23010302	NNS	I-NP	O
of	of	o100	IN	B-PP	O
compounds	compound	c0510532	NNS	B-NP	O
in	in	i500	IN	B-PP	O
MRP2	MRP2	0000	NN	B-NP	O
-	-	-000	HYPH	B-NP	O
deficient	deficient	d0102053	JJ	I-NP	O
rats	rat	r032	NNS	I-NP	O
with	with	w030	IN	B-PP	O
those	those	t020	DT	B-NP	O
in	in	i500	IN	B-PP	O
transport	transport	t60521063	NN	B-NP	O
-	-	-000	HYPH	B-NP	O
competent	competent	c05103053	JJ	I-NP	O
Wistar	Wistar	w02306	NNP	I-NP	O
rats	rat	r032	NNS	I-NP	O
.	.	.000	.	O	O

By	By	b000	IN	B-PP	O
using	use	u2052	VBG	B-VP	O
this	this	t020	DT	B-NP	O
strategy	strategy	s3603020	NN	I-NP	O
to	to	t000	TO	B-VP	O
study	study	s3030	VB	I-VP	O
the	the	t000	DT	B-NP	O
involvement	involvement	i5104105053	NN	I-NP	O
of	of	o100	IN	B-PP	O
MRP2	MRP2	0000	NN	B-NP	O
in	in	i500	IN	B-PP	O
brain	brain	b605	NN	B-NP	O
access	access	a202	NN	I-NP	O
of	of	o100	IN	B-PP	O
antiepileptic	antiepileptic	a53010401302	JJ	B-NP	O
drugs	drug	d602	NNS	I-NP	O
(	(	(000	(	O	O
AEDs	AED	a032	NNS	B-NP	O
)	)	)000	)	O	O
,	,	,000	,	O	O
we	we	w000	PRP	B-NP	O
recently	recently	r0205340	RB	B-ADVP	O
reported	report	r0106303	VBD	B-VP	O
that	that	t030	IN	B-SBAR	O
phenytoin	phenytoin	p050305	NN	B-NP	B-Chemical
is	be	i200	VBZ	B-VP	O
a	a	a000	DT	B-NP	O
substrate	substrate	s01236030	NN	I-NP	O
for	for	f060	IN	B-PP	O
MRP2	MRP2	0000	NN	B-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
BBB	BBB	b100	NNP	I-NP	O
.	.	.000	.	O	O

However	However	h0106	RB	B-ADVP	O
,	,	,000	,	O	O
one	one	o500	CD	B-NP	O
drawback	drawback	d60102	NN	I-NP	O
of	of	o100	IN	B-PP	O
such	such	s020	JJ	B-NP	O
studies	study	s30302	NNS	I-NP	O
in	in	i500	IN	B-PP	O
genetically	genetically	g050302040	RB	B-NP	O
deficient	deficient	d0102053	JJ	I-NP	O
rats	rat	r032	NNS	I-NP	O
is	be	i200	VBZ	B-VP	O
the	the	t000	DT	B-NP	O
fact	fact	f023	NN	I-NP	O
that	that	t030	IN	B-SBAR	O
compensatory	compensatory	c05105203060	JJ	B-NP	O
changes	change	c05202	NNS	I-NP	O
with	with	w030	IN	B-PP	O
upregulation	upregulation	u1602040305	NN	B-NP	O
of	of	o100	IN	B-PP	O
other	other	o306	JJ	B-NP	O
transporters	transporter	t60521063062	NNS	I-NP	O
can	can	c050	MD	B-VP	O
occur	occur	o206	VB	I-VP	O
.	.	.000	.	O	O

This	This	t020	DT	B-NP	O
prompted	prompt	p6051303	VBD	B-VP	O
us	us	u200	PRP	B-NP	O
to	to	t000	TO	B-VP	O
study	study	s3030	VB	I-VP	O
the	the	t000	DT	B-NP	O
brain	brain	b605	NN	I-NP	O
expression	expression	e2160205	NN	I-NP	O
of	of	o100	IN	B-PP	O
P	P	p000	NN	B-NP	O
-	-	-000	HYPH	O	O
glycoprotein	glycoprotein	g4020160305	NN	B-NP	O
(	(	(000	(	O	O
Pgp	Pgp	p210	NN	B-NP	O
)	)	)000	)	O	O
,	,	,000	,	O	O
a	a	a000	DT	B-NP	O
major	major	m0206	JJ	I-NP	O
drug	drug	d602	NN	I-NP	O
