of	of	o100	IN	B-PP	O
racemic	racemic	r020502	JJ	B-NP	O
metoprolol	metoprolol	m030160404	NN	I-NP	B-Chemical
and	and	a530	CC	O	O
the	the	t000	DT	B-NP	O
active	active	a23010	JJ	I-NP	O
S	S	s000	NN	I-NP	O
-	-	-000	HYPH	B-NP	O
isomer	isomer	i20506	NN	I-NP	O
,	,	,000	,	O	O
were	be	w060	VBD	B-VP	O
quantitated	quantitate	q053030303	VBN	I-VP	O
in	in	i500	IN	B-PP	O
EMs	EM	e520	NNS	B-NP	O
and	and	a530	CC	I-NP	O
PMs	PM	p520	NNS	I-NP	O
in	in	i500	IN	B-PP	O
terms	term	t0652	NNS	B-NP	O
of	of	o100	IN	B-PP	O
IC50	IC50	0000	NN	B-NP	O
values	value	v0402	NNS	I-NP	O
,	,	,000	,	O	O
representing	represent	r01602053052	VBG	B-VP	O
metoprolol	metoprolol	m030160404	NN	B-NP	B-Chemical
plasma	plasma	p40250	NN	I-NP	O
concentrations	concentration	c052053603052	NNS	I-NP	O
resulting	result	r02043052	VBG	B-VP	O
in	in	i500	IN	B-PP	O
half	half	h041	JJ	B-NP	O
-	-	-000	HYPH	I-NP	O
maximum	maximum	m020505	NN	I-NP	O
receptor	receptor	r0201306	NN	I-NP	O
occupancy	occupancy	o2010520	NN	I-NP	O
.	.	.000	.	O	O

Six	Six	s020	CD	B-NP	O
EMs	EM	e520	NNS	I-NP	O
received	receive	r020103	VBD	B-VP	O
0	0	0000	CD	B-NP	O
.	.	.000	.	O	O
5	5	5000	CD	B-NP	O
mg	mg	m200	NN	I-NP	O
of	of	o100	IN	B-PP	O
terbutaline	terbutaline	t0610304050	NN	B-NP	B-Chemical
s	s	s000	NNS	I-NP	O
.	.	.000	.	O	O
c	c	c000	NN	B-NP	O
.	.	.000	.	O	O
on	on	o500	IN	B-PP	O
two	two	t000	CD	B-NP	O
different	different	d0106053	JJ	I-NP	O
occasions	occasion	o202052	NNS	I-NP	O
:	:	:000	:	O	O
1	1	1000	CD	B-NP	O
)	)	)000	)	O	O
1	1	1000	CD	B-NP	O
hr	hr	h600	NN	I-NP	O
after	after	a1306	IN	B-PP	O
administration	administration	a350502360305	NN	B-NP	O
of	of	o100	IN	B-PP	O
a	a	a000	DT	B-NP	O
placebo	placebo	p402010	NN	I-NP	O
and	and	a530	CC	I-NP	O
2	2	2000	CD	I-NP	O
)	)	)000	)	O	O
1	1	1000	CD	B-NP	O
hr	hr	h600	NN	I-NP	O
after	after	a1306	IN	B-PP	O
150	150	0000	CD	B-NP	O
mg	mg	m200	NN	I-NP	O
of	of	o100	IN	B-PP	O
metoprolol	metoprolol	m030160404	NN	B-NP	B-Chemical
p	p	p000	NN	I-NP	O
.	.	.000	.	I-NP	O
o	o	o000	NN	I-NP	O
.	.	.000	.	O	O

Five	Five	f010	CD	B-NP	O
PMs	PM	p520	NNS	I-NP	O
were	be	w060	VBD	B-VP	O
studied	study	s30303	VBN	I-VP	O
according	accord	a2063052	VBG	B-PP	O
to	to	t000	TO	B-PP	O
the	the	t000	DT	B-NP	O
same	same	s050	JJ	I-NP	O
protocol	protocol	p6030204	NN	I-NP	O
,	,	,000	,	O	O
except	except	e2013	IN	B-PP	O
for	for	f060	IN	B-PP	O
a	a	a000	DT	B-NP	O
higher	high	h0206	JJR	I-NP	O
terbutaline	terbutaline	t0610304050	NN	I-NP	B-Chemical
dose	dose	d020	NN	I-NP	O
(	(	(000	(	O	O
0	0	0000	CD	B-NP	O
.	.	.000	.	O	O
75	75	0000	CD	B-NP	O
mg	mg	m200	NN	I-NP	O
)	)	)000	)	O	O
on	on	o500	IN	B-PP	O
day	day	d000	NN	B-NP	O
2	2	2000	CD	I-NP	O
.	.	.000	.	O	O

Blood	Blood	b403	NN	B-NP	O
samples	sample	s051402	NNS	I-NP	O
for	for	f060	IN	B-PP	O
the	the	t000	DT	B-NP	O
analysis	analysis	a5040202	NN	I-NP	O
of	of	o100	IN	B-PP	O
plasma	plasma	p40250	NN	B-NP	O
potassium	potassium	p030205	NN	I-NP	B-Chemical
,	,	,000	,	O	O
terbutaline	terbutaline	t0610304050	NN	B-NP	B-Chemical
,	,	,000	,	O	O
metoprolol	metoprolol	m030160404	NN	B-NP	B-Chemical
(	(	(000	(	O	O
racemic	racemic	r020502	JJ	B-ADJP	O
,	,	,000	,	O	O
R	R	r000	NN	B-NP	O
-	-	-000	HYPH	B-NP	O
and	and	a530	CC	I-NP	O
S	S	s000	NN	I-NP	O
-	-	-000	HYPH	I-NP	O
isomer	isomer	i20506	NN	I-NP	O
)	)	)000	)	O	O
,	,	,000	,	O	O
and	and	a530	CC	O	O
alpha	alpha	a410	SYM	O	B-Chemical
-	-	-000	HYPH	O	I-Chemical
hydroxymetoprolol	hydroxymetoprolol	h0360205030160404	NN	B-NP	I-Chemical
concentrations	concentration	c052053603052	NNS	I-NP	O
were	be	w060	VBD	B-VP	O
taken	take	t0205	VBN	I-VP	O
at	at	a300	IN	B-PP	O
regular	regular	r020406	JJ	B-NP	O
time	time	t050	NN	I-NP	O
intervals	interval	i53061042	NNS	I-NP	O
,	,	,000	,	O	O
during	during	d06052	IN	B-PP	O
8	8	8000	CD	B-NP	O
hr	hr	h600	NN	I-NP	O
after	after	a1306	IN	B-PP	O
metoprolol	metoprolol	m030160404	NN	B-NP	B-Chemical
.	.	.000	.	O	O

In	In	i500	IN	B-PP	O
PMs	PM	p520	NNS	B-NP	O
,	,	,000	,	O	O
metoprolol	metoprolol	m030160404	NN	B-NP	B-Chemical
increased	increase	i5260203	VBD	B-VP	O
the	the	t000	DT	B-NP	O
terbutaline	terbutaline	t0610304050	NN	I-NP	B-Chemical
area	area	a600	NN	I-NP	O
under	under	u5306	IN	B-PP	O
the	the	t000	DT	B-NP	O
plasma	plasma	p40250	NN	I-NP	O
concentration	concentration	c05205360305	NN	I-NP	O
vs	v	v200	NNS	I-NP	O
.	.	.000	.	O	O
time	time	t050	NN	B-NP	O
curve	curve	c0610	NN	I-NP	O
(	(	(000	(	O	O
+	+	+000	SYM	B-NP	O
67	67	0000	CD	B-NP	O
%	%	%000	NN	I-NP	O
)	)	)000	)	O	O
.	.	.000	.	O	O

Higher	High	h0206	JJR	B-NP	O
metoprolol	metoprolol	m030160404	NN	I-NP	B-Chemical
/	/	/000	SYM	O	O
alpha	alpha	a410	SYM	O	B-Chemical
-	-	-000	HYPH	O	I-Chemical
hydroxymetoprolol	hydroxymetoprolol	h0360205030160404	NN	B-NP	I-Chemical
ratios	ratio	r0302	NNS	I-NP	O
in	in	i500	IN	B-PP	O
PMs	PM	p520	NNS	B-NP	O
were	be	w060	VBD	B-VP	O
predictive	predictive	p603023010	JJ	B-ADJP	O
for	for	f060	IN	B-PP	O
higher	high	h0206	JJR	B-NP	O
R	R	r000	NN	I-NP	O
-	-	-000	HYPH	O	O
/	/	/000	SYM	B-NP	O
S	S	s000	NN	I-NP	O
-	-	-000	HYPH	B-NP	O
isomer	isomer	i20506	NN	I-NP	O
ratios	ratio	r0302	NNS	I-NP	O
of	of	o100	IN	B-PP	O
unchanged	unchanged	u5205203	JJ	B-NP	O
drug	drug	d602	NN	I-NP	O
.	.	.000	.	O	O

There	There	t060	EX	B-NP	O
was	be	w020	VBD	B-VP	O
a	a	a000	DT	B-NP	O
difference	difference	d01060520	NN	I-NP	O
in	in	i500	IN	B-PP	O
metoprolol	metoprolol	m030160404	NN	B-NP	B-Chemical
potency	potency	p030520	NN	I-NP	O
with	with	w030	IN	B-PP	O
higher	high	h0206	JJR	B-NP	O
racemic	racemic	r020502	JJ	I-NP	O
metoprolol	metoprolol	m030160404	NN	I-NP	B-Chemical
IC50	IC50	0000	NN	I-NP	O
values	value	v0402	NNS	I-NP	O
in	in	i500	IN	B-PP	O
PMs	PM	p520	NNS	B-NP	O
(	(	(000	(	O	O
72	72	0000	CD	B-NP	O
+	+	+000	SYM	O	O
/	/	/000	SYM	O	O
-	-	-000	SYM	O	O
7	7	7000	CD	B-NP	O
ng	ng	n200	NN	I-NP	O
.	.	.000	SYM	I-NP	O
ml	ml	m400	NN	I-NP	O
-	-	-000	HYPH	B-NP	O
1	1	1000	CD	I-NP	O
)	)	)000	)	O	O
than	than	t050	IN	B-PP	O
EMs	EM	e520	NNS	B-NP	O
(	(	(000	(	O	O
42	42	0000	CD	B-NP	O
+	+	+000	SYM	O	O
/	/	/000	SYM	O	O
-	-	-000	SYM	O	O
8	8	8000	CD	B-NP	O
ng	ng	n200	NN	I-NP	O
.	.	.000	SYM	I-NP	O
ml	ml	m400	NN	I-NP	O
-	-	-000	HYPH	B-NP	O
1	1	1000	CD	I-NP	O
,	,	,000	,	O	O
P	P	p000	NN	B-NP	O
less	less	l020	JJR	I-NP	O
than	than	t050	IN	I-NP	O
.	.	.000	.	I-NP	O
001	001	0000	CD	I-NP	O
)	)	)000	)	O	O
.	.	.000	.	O	O
(	(	(000	(	O	O
ABSTRACT	ABSTRACT	a1236023	NN	B-NP	O
TRUNCATED	TRUNCATED	t60520303	VBN	B-VP	O
AT	AT	a300	IN	B-PP	O
250	250	0000	CD	B-NP	O
WORDS	WORDS	w0632	NNS	I-NP	O
)	)	)000	)	O	O

The	The	t000	DT	B-NP	O
hemodynamics	hemodynamic	h0503050502	NNS	I-NP	O
of	of	o100	IN	B-PP	O
oxytocin	oxytocin	o2030205	NN	B-NP	B-Chemical
and	and	a530	CC	O	O
other	other	o306	JJ	B-NP	O
vasoactive	vasoactive	v02023010	JJ	I-NP	O
agents	agent	a20532	NNS	I-NP	O
during	during	d06052	IN	B-PP	O
neuraxial	neuraxial	n060204	JJ	B-NP	O
anesthesia	anesthesia	a5023020	NN	I-NP	O
for	for	f060	IN	B-PP	O
cesarean	cesarean	c020605	JJ	B-NP	O
delivery	delivery	d0401060	NN	I-NP	O
:	:	:000	:	O	O
findings	finding	f053052	NNS	B-NP	O
in	in	i500	IN	B-PP	O
six	six	s020	CD	B-NP	O
cases	case	c0202	NNS	I-NP	O
.	.	.000	.	O	O

Oxytocin	Oxytocin	o2030205	NN	B-NP	B-Chemical
is	be	i200	VBZ	B-VP	O
a	a	a000	DT	B-NP	O
commonly	commonly	c050540	RB	I-NP	O
used	use	u203	VBN	I-NP	O
uterotonic	uterotonic	u306030502	JJ	I-NP	O
that	that	t030	WDT	B-NP	O
can	can	c050	MD	B-VP	O
cause	cause	c020	VB	I-VP	O
significant	significant	s0250102053	JJ	B-NP	O
and	and	a530	CC	I-NP	O
even	even	e105	RB	I-NP	O
fatal	fatal	f0304	JJ	I-NP	O
hypotension	hypotension	h010305205	NN	I-NP	B-Disease
,	,	,000	,	O	O
particularly	particularly	p06302040640	RB	B-ADVP	O
when	when	w050	WRB	B-ADVP	O
given	give	g0105	VBN	B-VP	O
as	as	a200	IN	B-PP	O
a	a	a000	DT	B-NP	O
bolus	bolus	b0402	NN	I-NP	O
.	.	.000	.	O	O

The	The	t000	DT	B-NP	O
resulting	result	r02043052	VBG	I-NP	O
hypotension	hypotension	h010305205	NN	I-NP	B-Disease
can	can	c050	MD	B-VP	O
be	be	b000	VB	I-VP	O
produced	produce	p6030203	VBN	I-VP	O
by	by	b000	IN	B-PP	O
a	a	a000	DT	B-NP	O
decrease	decrease	d026020	NN	I-NP	O
in	in	i500	IN	B-PP	O
systemic	systemic	s0230502	JJ	B-NP	O
vascular	vascular	v020406	JJ	I-NP	O
resistance	resistance	r020230520	NN	I-NP	O
or	or	o600	CC	O	O
cardiac	cardiac	c06302	JJ	B-NP	O
output	output	o03103	NN	I-NP	O
through	through	t06020	IN	B-PP	O
a	a	a000	DT	B-NP	O
decrease	decrease	d026020	NN	I-NP	O
in	in	i500	IN	B-PP	O
venous	venous	v0502	JJ	B-NP	O
return	return	r03065	NN	I-NP	O
.	.	.000	.	O	O

Parturients	Parturient	p063060532	NNS	B-NP	O
with	with	w030	IN	B-PP	O
normal	normal	n06504	JJ	B-NP	O
volume	volume	v04050	NN	I-NP	O
status	status	s30302	NN	I-NP	O
,	,	,000	,	O	O
heart	heart	h063	NN	B-NP	O
valves	valve	v04102	NNS	I-NP	O
and	and	a530	CC	O	O
pulmonary	pulmonary	p04505060	JJ	B-NP	O
vasculature	vasculature	v020403060	NN	I-NP	O
most	most	m023	RBS	B-ADVP	O
often	often	o1305	RB	I-ADVP	O
respond	respond	r021053	VBP	B-VP	O
to	to	t000	TO	B-PP	O
this	this	t020	DT	B-NP	O
hypotension	hypotension	h010305205	NN	I-NP	B-Disease
with	with	w030	IN	B-PP	O
a	a	a000	DT	B-NP	O
compensatory	compensatory	c05105203060	JJ	I-NP	O
increase	increase	i526020	NN	I-NP	O
in	in	i500	IN	B-PP	O
heart	heart	h063	NN	B-NP	O
rate	rate	r030	NN	I-NP	O
and	and	a530	CC	O	O
stroke	stroke	s36020	NN	B-NP	B-Disease
volume	volume	v04050	NN	I-NP	O
.	.	.000	.	O	O

Oxytocin	Oxytocin	o2030205	NN	B-NP	B-Chemical
-	-	-000	HYPH	B-NP	O
induced	induce	i530203	VBN	I-NP	O
hypotension	hypotension	h010305205	NN	I-NP	B-Disease
at	at	a300	IN	B-PP	O
cesarean	cesarean	c020605	JJ	B-NP	O
delivery	delivery	d0401060	NN	I-NP	O
may	may	m000	MD	B-VP	O
be	be	b000	VB	I-VP	O
incorrectly	incorrectly	i520602340	RB	I-VP	O
attributed	attribute	a36010303	VBN	I-VP	O
to	to	t000	TO	B-PP	O
blood	blood	b403	NN	B-NP	B-Disease
loss	loss	l020	NN	I-NP	I-Disease
.	.	.000	.	O	O

Pulse	Pulse	p0420	NN	B-NP	O
power	power	p060	NN	I-NP	O
analysis	analysis	a5040202	NN	I-NP	O
(	(	(000	(	O	O
also	also	a420	RB	B-VP	O
called	call	c0403	VBN	I-VP	O
"	"	"000	``	O	O
pulse	pulse	p0420	NN	B-NP	O
contour	contour	c05306	NN	I-NP	O
analysis	analysis	a5040202	NN	I-NP	O
"	"	"000	''	O	O
)	)	)000	)	O	O
of	of	o100	IN	B-PP	O
an	an	a500	DT	B-NP	O
arterial	arterial	a630604	JJ	I-NP	O
pressure	pressure	p602060	NN	I-NP	O
wave	wave	w010	NN	I-NP	O
form	form	f065	NN	I-NP	O
allows	allow	a402	VBZ	B-VP	O
continuous	continuous	c0530502	JJ	B-NP	O
evaluation	evaluation	e1040305	NN	I-NP	O
of	of	o100	IN	B-PP	O
systemic	systemic	s0230502	JJ	B-NP	O
vascular	vascular	v020406	JJ	I-NP	O
resistance	resistance	r020230520	NN	I-NP	O
and	and	a530	CC	O	O
cardiac	cardiac	c06302	JJ	B-NP	O
output	output	o03103	NN	I-NP	O
in	in	i500	IN	B-PP	O
real	real	r040	JJ	B-NP	O
time	time	t050	NN	I-NP	O
,	,	,000	,	O	O
thereby	thereby	t06010	RB	B-VP	O
elucidating	elucidate	e4020303052	VBG	I-VP	O
the	the	t000	DT	B-NP	O
causative	causative	c0203010	JJ	I-NP	O
factors	factor	f023062	NNS	I-NP	O
behind	behind	b053	IN	B-PP	O
changes	change	c05202	NNS	B-NP	O
in	in	i500	IN	B-PP	O
blood	blood	b403	NN	B-NP	O
pressure	pressure	p602060	NN	I-NP	O
.	.	.000	.	O	O

Pulse	Pulse	p0420	NN	B-NP	O
power	power	p060	NN	I-NP	O
analysis	analysis	a5040202	NN	I-NP	O
was	be	w020	VBD	B-VP	O
conducted	conduct	c05302303	VBN	I-VP	O
in	in	i500	IN	B-PP	O
six	six	s020	CD	B-NP	O
cases	case	c0202	NNS	I-NP	O
of	of	o100	IN	B-PP	O
cesarean	cesarean	c020605	JJ	B-NP	O
delivery	delivery	d0401060	NN	I-NP	O
performed	perform	p06106503	VBN	B-VP	O
under	under	u5306	IN	B-PP	O
neuraxial	neuraxial	n060204	JJ	B-NP	O
anesthesia	anesthesia	a5023020	NN	I-NP	O
.	.	.000	.	O	O

Hypotension	Hypotension	h010305205	NN	B-NP	B-Disease
in	in	i500	IN	B-PP	O
response	response	r0210520	NN	B-NP	O
to	to	t000	TO	B-PP	O
oxytocin	oxytocin	o2030205	NN	B-NP	B-Chemical
was	be	w020	VBD	B-VP	O
associated	associate	a2020303	VBN	I-VP	O
with	with	w030	IN	B-PP	O
a	a	a000	DT	B-NP	O
decrease	decrease	d026020	NN	I-NP	O
in	in	i500	IN	B-PP	O
systemic	systemic	s0230502	JJ	B-NP	O
vascular	vascular	v020406	JJ	I-NP	O
resistance	resistance	r020230520	NN	I-NP	O
and	and	a530	CC	O	O
a	a	a000	DT	B-NP	O
compensatory	compensatory	c05105203060	JJ	I-NP	O
increase	increase	i526020	NN	I-NP	O
in	in	i500	IN	B-PP	O
stroke	stroke	s36020	NN	B-NP	B-Disease
volume	volume	v04050	NN	I-NP	O
,	,	,000	,	O	O
heart	heart	h063	NN	B-NP	O
rate	rate	r030	NN	I-NP	O
and	and	a530	CC	O	O
cardiac	cardiac	c06302	JJ	B-NP	O
output	output	o03103	NN	I-NP	O
.	.	.000	.	O	O

Pulse	Pulse	p0420	NN	B-NP	O
power	power	p060	NN	I-NP	O
analysis	analysis	a5040202	NN	I-NP	O
may	may	m000	MD	B-VP	O
be	be	b000	VB	I-VP	O
helpful	helpful	h04104	JJ	B-ADJP	O
in	in	i500	IN	B-PP	O
determining	determine	d0306505052	VBG	B-VP	O
the	the	t000	DT	B-NP	O
etiology	etiology	e304020	NN	I-NP	O
of	of	o100	IN	B-PP	O
and	and	a530	CC	O	O
treating	treat	t603052	VBG	B-VP	O
hypotension	hypotension	h010305205	NN	B-NP	B-Disease
during	during	d06052	IN	B-PP	O
cesarean	cesarean	c020605	JJ	B-NP	O
delivery	delivery	d0401060	NN	I-NP	O
under	under	u5306	IN	B-PP	O
neuraxial	neuraxial	n060204	JJ	B-NP	O
anesthesia	anesthesia	a5023020	NN	I-NP	O
.	.	.000	.	O	O

Protective	Protective	p603023010	JJ	B-NP	O
effects	effect	e10232	NNS	I-NP	O
of	of	o100	IN	B-PP	O
antithrombin	antithrombin	a53030605105	NN	B-NP	O
on	on	o500	IN	B-PP	O
puromycin	puromycin	p06050205	NN	B-NP	B-Chemical
aminonucleoside	aminonucleoside	a5050502402030	NN	I-NP	I-Chemical
nephrosis	nephrosis	n01060202	NN	I-NP	B-Disease
in	in	i500	IN	B-PP	O
rats	rat	r032	NNS	B-NP	O
.	.	.000	.	O	O

We	We	w000	PRP	B-NP	O
investigated	investigate	i51023020303	VBD	B-VP	O
the	the	t000	DT	B-NP	O
effects	effect	e10232	NNS	I-NP	O
of	of	o100	IN	B-PP	O
antithrombin	antithrombin	a53030605105	NN	B-NP	O
,	,	,000	,	O	O
a	a	a000	DT	B-NP	O
plasma	plasma	p40250	NN	I-NP	O
inhibitor	inhibitor	i5010306	NN	I-NP	O
of	of	o100	IN	B-PP	O
coagulation	coagulation	c02040305	NN	B-NP	O
factors	factor	f023062	NNS	I-NP	O
,	,	,000	,	O	O
in	in	i500	IN	B-PP	O
rats	rat	r032	NNS	B-NP	O
with	with	w030	IN	B-PP	O
puromycin	puromycin	p06050205	NN	B-NP	B-Chemical
aminonucleoside	aminonucleoside	a5050502402030	NN	I-NP	I-Chemical
-	-	-000	HYPH	B-NP	O
induced	induce	i530203	VBN	I-NP	O
nephrosis	nephrosis	n01060202	NN	I-NP	B-Disease
,	,	,000	,	O	O
which	which	w020	WDT	B-NP	O
is	be	i200	VBZ	B-VP	O
an	an	a500	DT	B-NP	O
experimental	experimental	e21060505304	JJ	I-NP	O
model	model	m0304	NN	I-NP	O
of	of	o100	IN	B-PP	O
human	human	h0505	JJ	B-NP	O
nephrotic	nephrotic	n01060302	JJ	I-NP	B-Disease
syndrome	syndrome	s0536050	NN	I-NP	I-Disease
.	.	.000	.	O	O

Antithrombin	Antithrombin	a53030605105	NN	B-NP	O
(	(	(000	(	O	O
50	50	0000	CD	B-NP	O
or	or	o600	CC	I-NP	O
500	500	0000	CD	I-NP	O
IU	IU	i000	NN	I-NP	O
/	/	/000	SYM	B-NP	O
kg	kg	k200	NN	I-NP	O
/	/	/000	SYM	B-NP	O
i	i	i000	NN	I-NP	O
.	.	.000	SYM	I-NP	O
v	v	v000	NN	I-NP	O
.	.	.000	.	O	O
)	)	)000	)	O	O
was	be	w020	VBD	B-VP	O
administered	administer	a35050230603	VBN	I-VP	O
to	to	t000	TO	B-PP	O
rats	rat	r032	NNS	B-NP	O
once	once	o520	IN	B-SBAR	O
a	a	a000	DT	B-NP	O
day	day	d000	NN	I-NP	O
for	for	f060	IN	B-PP	O
10	10	0000	CD	B-NP	O
days	day	d020	NNS	I-NP	O
immediately	immediately	i50303040	RB	B-ADVP	O
after	after	a1306	IN	B-PP	O
the	the	t000	DT	B-NP	O
injection	injection	i5202305	NN	I-NP	O
of	of	o100	IN	B-PP	O
puromycin	puromycin	p06050205	NN	B-NP	B-Chemical
aminonucleoside	aminonucleoside	a5050502402030	NN	I-NP	I-Chemical
(	(	(000	(	O	O
50	50	0000	CD	B-NP	O
mg	mg	m200	NN	I-NP	O
/	/	/000	SYM	B-NP	O
kg	kg	k200	NN	I-NP	O
/	/	/000	SYM	B-NP	O
i	i	i000	NN	I-NP	O
.	.	.000	SYM	I-NP	O
v	v	v000	NN	I-NP	O
.	.	.000	.	O	O
)	)	)000	)	O	O
.	.	.000	.	O	O

Treatment	Treatment	t6035053	NN	B-NP	O
with	with	w030	IN	B-PP	O
antithrombin	antithrombin	a53030605105	NN	B-NP	O
attenuated	attenuate	a3050303	VBD	B-VP	O
the	the	t000	DT	B-NP	O
puromycin	puromycin	p06050205	NN	I-NP	B-Chemical
aminonucleoside	aminonucleoside	a5050502402030	NN	I-NP	I-Chemical
-	-	-000	HYPH	O	O
induced	induce	i530203	VBN	B-NP	O
hematological	hematological	h050304020204	JJ	I-NP	B-Disease
abnormalities	abnormality	a15065040302	NNS	I-NP	I-Disease
.	.	.000	.	O	O

Puromycin	Puromycin	p06050205	NN	B-NP	B-Chemical
aminonucleoside	aminonucleoside	a5050502402030	NN	I-NP	I-Chemical
-	-	-000	HYPH	O	O
induced	induce	i530203	VBN	B-NP	O
renal	renal	r0504	JJ	I-NP	B-Disease
dysfunction	dysfunction	d021052305	NN	I-NP	I-Disease
and	and	a530	CC	I-NP	O
hyperlipidemia	hyperlipidemia	h010640103050	NN	I-NP	B-Disease
were	be	w060	VBD	B-VP	O
also	also	a420	RB	I-VP	O
suppressed	suppress	s0160203	VBN	I-VP	O
.	.	.000	.	O	O

Histopathological	Histopathological	h023010304020204	JJ	B-NP	O
examination	examination	e205050305	NN	I-NP	O
revealed	reveal	r010403	VBD	B-VP	O
severe	severe	s01060	JJ	B-NP	O
renal	renal	r0504	JJ	I-NP	B-Disease
damage	damage	d05020	NN	I-NP	I-Disease
such	such	s020	JJ	B-PP	O
as	as	a200	IN	I-PP	O
proteinaceous	proteinaceous	p603050202	JJ	B-NP	O
casts	cast	c0232	NNS	I-NP	O
in	in	i500	IN	B-PP	O
tubuli	tubuli	t01040	NNS	B-NP	O
and	and	a530	CC	O	O
tubular	tubular	t010406	JJ	B-NP	O
expansion	expansion	e2105205	NN	I-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
kidney	kidney	k0350	NN	I-NP	O
of	of	o100	IN	B-PP	O
control	control	c053604	NN	B-NP	O
rats	rat	r032	NNS	I-NP	O
,	,	,000	,	O	O
while	while	w040	IN	B-SBAR	O
an	an	a500	DT	B-NP	O
improvement	improvement	i5160105053	NN	I-NP	O
of	of	o100	IN	B-PP	O
the	the	t000	DT	B-NP	O
damage	damage	d05020	NN	I-NP	O
was	be	w020	VBD	B-VP	O
seen	see	s050	VBN	I-VP	O
in	in	i500	IN	B-PP	O
antithrombin	antithrombin	a53030605105	NN	B-NP	O
-	-	-000	HYPH	B-NP	O
treated	treat	t60303	VBN	I-NP	O
rats	rat	r032	NNS	I-NP	O
.	.	.000	.	O	O

In	In	i500	IN	B-PP	O
addition	addition	a30305	NN	B-NP	O
,	,	,000	,	O	O
antithrombin	antithrombin	a53030605105	NN	B-NP	O
treatment	treatment	t6035053	NN	I-NP	O
markedly	markedly	m0620340	RB	B-ADVP	O
suppressed	suppress	s0160203	VBD	B-VP	O
puromycin	puromycin	p06050205	NN	B-NP	B-Chemical
aminonucleoside	aminonucleoside	a5050502402030	NN	I-NP	I-Chemical
-	-	-000	HYPH	B-NP	O
induced	induce	i530203	VBN	I-NP	O
apoptosis	apoptosis	a10130202	NN	I-NP	O
of	of	o100	IN	B-PP	O
renal	renal	r0504	JJ	B-NP	O
tubular	tubular	t010406	JJ	I-NP	O
epithelial	epithelial	e1030404	JJ	I-NP	O
cells	cell	c042	NNS	I-NP	O
.	.	.000	.	O	O

Furthermore	Furthermore	f063065060	RB	B-ADVP	O
,	,	,000	,	O	O
puromycin	puromycin	p06050205	NN	B-NP	B-Chemical
aminonucleoside	aminonucleoside	a5050502402030	NN	I-NP	I-Chemical
-	-	-000	HYPH	B-NP	O
induced	induce	i530203	VBN	I-NP	O
increases	increase	i5260202	NNS	I-NP	O
in	in	i500	IN	B-PP	O
renal	renal	r0504	JJ	B-NP	O
cytokine	cytokine	c0302050	NN	I-NP	O
content	content	c053053	NN	I-NP	O
were	be	w060	VBD	B-VP	O
also	also	a420	RB	I-VP	O
decreased	decrease	d0260203	VBN	I-VP	O
.	.	.000	.	O	O

These	These	t020	DT	B-NP	O
findings	finding	f053052	NNS	I-NP	O
suggest	suggest	s02023	VBP	B-VP	O
that	that	t030	IN	B-SBAR	O
thrombin	thrombin	t0605105	NN	B-NP	O
plays	play	p402	VBZ	B-VP	O
an	an	a500	DT	B-NP	O
important	important	i51063053	JJ	I-NP	O
role	role	r040	NN	I-NP	O
in	in	i500	IN	B-PP	O
the	the	t000	DT	B-NP	O
pathogenesis	pathogenesis	p0302050202	NN	I-NP	O
of	of	o100	IN	B-PP	O
puromycin	puromycin	p06050205	NN	B-NP	B-Chemical
aminonucleoside	aminonucleoside	a5050502402030	NN	I-NP	I-Chemical
-	-	-000	HYPH	O	O
induced	induce	i530203	VBN	B-NP	O
nephrotic	nephrotic	n01060302	JJ	I-NP	B-Disease
syndrome	syndrome	s0536050	NN	I-NP	I-Disease
.	.	.000	.	O	O

Treatment	Treatment	t6035053	NN	B-NP	O
with	with	w030	IN	B-PP	O
antithrombin	antithrombin	a53030605105	NN	B-NP	O
may	may	m000	MD	B-VP	O
be	be	b000	VB	I-VP	O
clinically	clinically	c40502040	RB	B-ADJP	O
effective	effective	e1023010	JJ	I-ADJP	O
in	in	i500	IN	B-PP	O
patients	patient	p030532	NNS	B-NP	O
with	with	w030	IN	B-PP	O
nephrotic	nephrotic	n01060302	JJ	B-NP	B-Disease
syndrome	syndrome	s0536050	NN	I-NP	I-Disease
.	.	.000	.	O	O

Heparin	Heparin	h010605	NN	B-NP	B-Chemical
-	-	-000	HYPH	B-NP	O
induced	induce	i530203	VBN	I-NP	O
thrombocytopenia	thrombocytopenia	t06051020301050	NN	I-NP	B-Disease
after	after	a1306	IN	B-PP	O
liver	liver	l0106	NN	B-NP	O
transplantation	transplantation	t6052140530305	NN	I-NP	O
.	.	.000	.	O	O

BACKGROUND	BACKGROUND	b026053	NN	B-NP	O
:	:	:000	:	O	O
Unfractionated	Unfractionated	u516023050303	JJ	B-NP	B-Chemical
heparin	heparin	h010605	NN	I-NP	I-Chemical
sodium	sodium	s0305	NN	I-NP	I-Chemical
(	(	(000	(	O	O
UFH	UFH	u100	NN	B-NP	B-Chemical
)	)	)000	)	O	O
or	or	o600	CC	O	O
low	low	l000	JJ	B-NP	B-Chemical
-	-	-000	HYPH	I-NP	I-Chemical
molecular	molecular	m04020406	JJ	I-NP	I-Chemical
weight	weight	w0203	NN	I-NP	I-Chemical
